$GPGGA,000000.000,2326.597,S,04633.255,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.600,S,04633.258,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.607,S,04633.262,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.638,S,04633.280,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.638,S,04633.281,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.633,S,04633.301,W,0,00,0.0,0.000,M,0.0,M,,*61
$GPGGA,000000.000,2326.629,S,04633.318,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.629,S,04633.334,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.630,S,04633.338,W,0,00,0.0,0.000,M,0.0,M,,*68
$GPGGA,000000.000,2326.630,S,04633.340,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.631,S,04633.343,W,0,00,0.0,0.000,M,0.0,M,,*65
$GPGGA,000000.000,2326.632,S,04633.344,W,0,00,0.0,0.000,M,0.0,M,,*61
$GPGGA,000000.000,2326.632,S,04633.346,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.632,S,04633.350,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.630,S,04633.359,W,0,00,0.0,0.000,M,0.0,M,,*6F
$GPGGA,000000.000,2326.632,S,04633.365,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.634,S,04633.377,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.640,S,04633.416,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.644,S,04633.451,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.636,S,04633.451,W,0,00,0.0,0.000,M,0.0,M,,*66
$GPGGA,000000.000,2326.609,S,04633.454,W,0,00,0.0,0.000,M,0.0,M,,*6F
$GPGGA,000000.000,2326.557,S,04633.464,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.528,S,04633.468,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.518,S,04633.467,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.512,S,04633.465,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.506,S,04633.464,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.497,S,04633.464,W,0,00,0.0,0.000,M,0.0,M,,*69
$GPGGA,000000.000,2326.501,S,04633.497,W,0,00,0.0,0.000,M,0.0,M,,*6B
$GPGGA,000000.000,2326.473,S,04633.492,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.468,S,04633.490,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.464,S,04633.490,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.461,S,04633.490,W,0,00,0.0,0.000,M,0.0,M,,*6B
$GPGGA,000000.000,2326.447,S,04633.491,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.443,S,04633.491,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.440,S,04633.491,W,0,00,0.0,0.000,M,0.0,M,,*69
$GPGGA,000000.000,2326.438,S,04633.491,W,0,00,0.0,0.000,M,0.0,M,,*66
$GPGGA,000000.000,2326.434,S,04633.488,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.428,S,04633.484,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.412,S,04633.471,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.405,S,04633.468,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.401,S,04633.467,W,0,00,0.0,0.000,M,0.0,M,,*65
$GPGGA,000000.000,2326.398,S,04633.466,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.311,S,04633.446,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.300,S,04633.444,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.294,S,04633.442,W,0,00,0.0,0.000,M,0.0,M,,*68
$GPGGA,000000.000,2326.290,S,04633.450,W,0,00,0.0,0.000,M,0.0,M,,*6F
$GPGGA,000000.000,2326.288,S,04633.452,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.285,S,04633.455,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.230,S,04633.500,W,0,00,0.0,0.000,M,0.0,M,,*61
$GPGGA,000000.000,2326.229,S,04633.502,W,0,00,0.0,0.000,M,0.0,M,,*6B
$GPGGA,000000.000,2326.224,S,04633.506,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.223,S,04633.509,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.222,S,04633.514,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.222,S,04633.518,W,0,00,0.0,0.000,M,0.0,M,,*6B
$GPGGA,000000.000,2326.233,S,04633.547,W,0,00,0.0,0.000,M,0.0,M,,*61
$GPGGA,000000.000,2326.234,S,04633.551,W,0,00,0.0,0.000,M,0.0,M,,*61
$GPGGA,000000.000,2326.234,S,04633.554,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.234,S,04633.557,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.234,S,04633.572,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.233,S,04633.576,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.233,S,04633.578,W,0,00,0.0,0.000,M,0.0,M,,*6D
$GPGGA,000000.000,2326.233,S,04633.580,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.232,S,04633.581,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.232,S,04633.589,W,0,00,0.0,0.000,M,0.0,M,,*62
$GPGGA,000000.000,2326.234,S,04633.595,W,0,00,0.0,0.000,M,0.0,M,,*69
$GPGGA,000000.000,2326.321,S,04633.886,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.326,S,04633.900,W,0,00,0.0,0.000,M,0.0,M,,*6B
$GPGGA,000000.000,2326.336,S,04633.904,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.339,S,04633.906,W,0,00,0.0,0.000,M,0.0,M,,*63
$GPGGA,000000.000,2326.342,S,04633.910,W,0,00,0.0,0.000,M,0.0,M,,*68
$GPGGA,000000.000,2326.344,S,04633.913,W,0,00,0.0,0.000,M,0.0,M,,*6D
$GPGGA,000000.000,2326.347,S,04633.919,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.351,S,04633.934,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.345,S,04633.937,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.338,S,04633.940,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.335,S,04633.941,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.333,S,04633.943,W,0,00,0.0,0.000,M,0.0,M,,*68
$GPGGA,000000.000,2326.327,S,04633.951,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.324,S,04633.955,W,0,00,0.0,0.000,M,0.0,M,,*69
$GPGGA,000000.000,2326.318,S,04633.965,W,0,00,0.0,0.000,M,0.0,M,,*65
$GPGGA,000000.000,2326.315,S,04633.969,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.312,S,04633.973,W,0,00,0.0,0.000,M,0.0,M,,*68
$GPGGA,000000.000,2326.305,S,04633.979,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.303,S,04633.988,W,0,00,0.0,0.000,M,0.0,M,,*6C
$GPGGA,000000.000,2326.303,S,04633.991,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.302,S,04633.992,W,0,00,0.0,0.000,M,0.0,M,,*66
$GPGGA,000000.000,2326.300,S,04634.063,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.301,S,04634.068,W,0,00,0.0,0.000,M,0.0,M,,*6E
$GPGGA,000000.000,2326.306,S,04634.089,W,0,00,0.0,0.000,M,0.0,M,,*66
$GPGGA,000000.000,2326.308,S,04634.097,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.312,S,04634.109,W,0,00,0.0,0.000,M,0.0,M,,*6A
$GPGGA,000000.000,2326.323,S,04634.132,W,0,00,0.0,0.000,M,0.0,M,,*60
$GPGGA,000000.000,2326.323,S,04634.127,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.323,S,04634.124,W,0,00,0.0,0.000,M,0.0,M,,*67
$GPGGA,000000.000,2326.324,S,04634.121,W,0,00,0.0,0.000,M,0.0,M,,*65
$GPGGA,000000.000,2326.324,S,04634.113,W,0,00,0.0,0.000,M,0.0,M,,*64
$GPGGA,000000.000,2326.323,S,04634.108,W,0,00,0.0,0.000,M,0.0,M,,*69
$GPGGA,000000.000,2326.323,S,04634.099,W,0,00,0.0,0.000,M,0.0,M,,*60
